DataType,Ask,Bid,LastPrice,StockPrice,Strike,Volatility,Volume,time_to_maturity,ImpliedVolatility
put,0.52,0.5,0.51,4.84,4,0.490403383,22,0.583561644,0.650394121
put,1.04,0.99,1,4.84,5,0.490403383,1050,0.583561644,0.626956855
put,1.7,1.59,1.64,4.84,6,0.490140519,200,0.594520548,0.583988535
put,2.55,2.48,2.5,4.84,7,0.490403383,280,0.583561644,0.631839619
put,3.45,3.35,3.2,4.86,8,0.494311101,15,0.602739726,0.642581699
put,4.45,4.25,4.5,4.56,9,0.481613612,2,0.61369863,0.677737598
put,5.4,5.25,5.38,4.84,10,0.490403383,20,0.583561644,0.720705918
put,6.35,6.15,6.6,4.89,11,0.476143592,10,0.62739726,0.679690703
put,7.35,7.15,7.4,4.87,12,0.490038762,9,0.610958904,0.730471445
put,10.3,10.1,8.9,4.89,15,0.476143592,290,0.62739726,0.742190078
put,12.3,12.1,11.35,4.89,17,0.476143592,1,0.62739726,0.804689453
put,15.25,15.1,14.15,4.89,20,0.476143592,40,0.62739726,0.781252188
put,12.85,11.8,12.25,9.76,22,0.456038146,20,1.323287671,1.00E-05
put,0.25,0.22,0.24,4.84,3,0.482088288,2,0.660273973,0.697268652
put,0.09,0.05,0.05,4.84,1,0.465934068,2052,1.580821918,0.859376406
put,0.28,0.21,0.35,4.84,2,0.465934068,10,1.580821918,0.736330762
put,0.61,0.54,0.56,4.84,3,0.465934068,4,1.580821918,0.68945623
put,1.63,1.52,1.61,4.84,5,0.465934068,5,1.580821918,0.620120986
put,3.05,2.85,3.05,4.84,7,0.465934068,21,1.580821918,0.574223008
put,5.65,5.35,5.55,4.84,10,0.482093262,30,1.591780822,0.544926426
put,7.5,7.2,7.5,4.87,12,0.481334022,9,1.608219178,0.527348477
put,10.4,10.1,10.6,4.89,15,0.479948155,500,1.624657534,0.52148916
put,12.35,12,10.7,4.89,17,0.479948155,7,1.624657534,0.653323779
put,15.4,14.95,14.57,4.89,20,0.479948155,10,1.624657534,0.746096289
put,0.3,0,1,18.55,15,0.333713096,5,0.205479452,0.498051895
put,0.6,0.1,0.45,18.6,17.5,0.289511748,18,0.180821918,0.31445998
put,0.1,0,0.04,13.77,8,0.456846855,3,0.128767123,1.023442383
put,0.3,0.1,0.1,13.38,11,0.603650383,2,0.109589041,0.699221758
put,0.4,0.3,0.5,13.32,12,0.624850889,346,0.104109589,0.626956855
put,0.45,0.35,0.4,13.75,13,0.502766966,20,0.084931507,0.455083574
put,1.15,0.9,1.1,13.61,14,0.582943235,10,0.098630137,0.500005
put,2.25,1.8,1.27,13.38,15,0.603650383,25,0.109589041,0.714846602
put,0.1,0,0.2,13.77,7,0.581133376,7,0.282191781,0.7500025
put,0.15,0.05,0.15,13.89,8,0.492637722,3,0.254794521,0.710940391
put,0.25,0.15,0.55,13.77,9,0.581133376,10,0.282191781,0.693362441
put,0.35,0.25,0.95,13.77,10,0.581133376,2,0.282191781,0.632816172
put,0.55,0.4,0.56,13.61,11,0.494739373,11,0.252054795,0.593754063
put,0.95,0.8,1.05,13.32,12,0.486653575,10,0.257534247,0.624027197
put,1.2,1,0.93,13.89,13,0.492637722,3,0.254794521,0.537114004
put,1.65,1.45,1.85,13.77,14,0.581133376,2,0.282191781,0.504887764
put,2.6,2.25,1.75,13.38,15,0.478081075,3,0.263013699,0.593265786
put,2.95,2.75,2.65,13.77,16,0.581133376,4,0.282191781,0.512700186
put,6.5,5.9,6.7,13.77,20,0.581133376,18,0.282191781,0.535160898
put,0.5,0.35,0.44,13.38,9,0.547919229,10,0.515068493,0.620120986
put,0.7,0.5,0.67,13.77,10,0.543861682,7,0.531506849,0.581547153
put,0.95,0.8,0.95,13.77,11,0.543861682,5,0.531506849,0.562992651
put,1.3,1.1,1.18,13.77,12,0.543861682,2,0.531506849,0.538578833
put,1.8,1.5,1.65,13.71,13,0.536569017,17,0.493150685,0.530278135
put,2.5,2.1,1.8,14.7,14,0.533825223,27,0.523287671,0.5537154
put,2.85,2.6,3.2,13.77,15,0.543861682,1,0.531506849,0.531254688
put,0.05,0,0.06,38.98,30,0.191441222,2,0.052054795,1.031254844
put,0.05,0,0.2,38.04,30.5,0.677670862,4,0.024657534,0.968750313
put,0.05,0,0.06,36.15,31,0.401095156,10,0.04109589,0.898438516
put,0.1,0,0.15,37.87,32,0.618932901,5,0.035616438,0.867188828
put,0.1,0,0.2,35.32,32.5,0.390858487,16,0.038356164,0.796877031
put,0.05,0,0.25,38.04,33,0.677670862,4,0.024657534,0.640628594
put,0.1,0,0.05,38.1,33.5,0.702229271,10,0.02739726,0.656253438
put,0.1,0,0.1,37.66,34,0.512637663,7,0.021917808,0.585941641
put,1.15,1,1.3,37.38,38,0.101360697,23,0.016438356,0.519536055
put,1.8,1.35,1.79,37.66,38.5,0.512637663,5,0.021917808,0.640628594
put,2.05,1.75,1.97,37.38,39,0.101360697,7,0.016438356,0.62500375
put,2.4,2.15,2.55,37.38,39.5,0.101360697,1,0.016438356,0.619144434
put,2.4,2.1,1.5,38.1,40,0.702229271,23,0.02739726,1.00E-05
put,3,2.75,3.05,37.92,40.5,0.265841248,3,0.046575342,0.421880781
put,3.5,2.9,2.2,38.98,41.5,0.191441222,3,0.052054795,1.00E-05
put,5.9,4.3,6.89,36.15,42.5,0.401095156,1,0.04109589,0.847657773
put,12.1,11.6,11.6,38.1,50,0.702229271,1,0.02739726,1.00E-05
put,0.1,0,0.09,35.73,30,0.333585003,3,0.063013699,0.695315547
put,0.1,0,0.05,38.1,32,0.548002387,1,0.046575342,0.523442266
put,0.05,0,0.1,37.53,32.5,0.112798984,17,0.02739726,0.480473945
put,0.1,0,0.05,37.53,33,0.112798984,1,0.02739726,0.507817422
put,0.1,0,0.08,37.53,33.5,0.112798984,1,0.02739726,0.460942891
put,0.2,0.1,0.15,37.38,34,0.54129191,3,0.035616438,0.501958105
put,0.15,0.05,0.16,37.53,34.5,0.112798984,3,0.02739726,0.411138701
put,0.4,0.3,0.4,37.87,35,0.488792844,61,0.054794521,0.513676738
put,0.3,0.2,0.25,37.53,35.5,0.112798984,14,0.02739726,0.397466963
put,0.4,0.3,0.35,37.53,36,0.112798984,6,0.02739726,0.38574833
put,0.6,0.4,0.54,37.53,36.5,0.112798984,18,0.02739726,0.403326279
put,0.9,0.8,1.05,37.66,37,0.521050572,10,0.04109589,0.444341494
put,0.95,0.85,1,37.53,37.5,0.112798984,1,0.02739726,0.371100039
put,1.45,1.3,1.46,37.66,38,0.521050572,10,0.04109589,0.458989785
put,1.75,1.6,1.5,37.38,38.5,0.54129191,2,0.032876712,0.45703668
put,1.8,1.6,1.5,38.1,39,0.548002387,59,0.046575342,0.330084824
put,2.5,2.3,1.7,38.1,40,0.548002387,31,0.046575342,0.222664023
put,2.95,2.7,2.05,38.1,40.5,0.548002387,26,0.046575342,1.00E-05
put,0.1,0,0.1,35.32,30,0.319729913,10,0.076712329,0.54297332
put,0.1,0.05,0.05,37.87,30.5,0.417578417,76,0.073972603,0.548832637
put,0.1,0,0.05,38.1,31,0.457554515,120,0.065753425,0.544926426
put,0.15,0,0.05,38.1,31.5,0.457554515,56,0.065753425,0.556645059
put,0.15,0,0.1,38.1,32,0.457554515,103,0.065753425,0.517582949
put,0.2,0.1,0.1,37.38,33,0.477503148,9,0.054794521,0.474614629
put,0.3,0.2,0.25,37.87,33.5,0.417578417,16,0.071232877,0.492192578
put,0.35,0.25,0.75,35.73,34,0.4201065,10,0.082191781,0.473638076
put,0.4,0.25,0.33,37.38,34.5,0.477503148,18,0.054794521,0.450200811
put,0.5,0.35,0.5,37.38,35,0.477503148,15,0.054794521,0.442388389
put,0.45,0.3,0.4,37.53,35.5,0.50123877,3,0.046575342,0.372076592
put,0.55,0.4,0.5,37.53,36,0.50123877,3,0.046575342,0.355475195
put,0.85,0.75,1.18,37.38,36.5,0.477503148,2,0.054794521,0.39649041
put,1.1,0.95,1.15,37.38,37,0.477503148,9,0.054794521,0.408697319
put,1.35,1.2,1.4,37.66,37.5,0.454588686,2,0.060273973,0.411138701
put,1.55,1.35,1.68,37.87,38,0.417578417,3,0.073972603,0.389166265
put,1.55,1.35,1.3,38.98,38.5,0.36621869,1,0.090410959,0.293952373
put,1.8,1.65,1.8,38.98,39,0.36621869,6,0.090410959,0.258308198
put,3.2,2.85,2.75,38.04,40,0.453335634,5,0.063013699,0.491216025
put,2.75,2.6,2.55,38.98,40.5,0.36621869,10,0.090410959,1.00E-05
put,0.1,0,0.05,37.87,29,0.469384455,80,0.090410959,0.519536055
put,0.15,0,0.05,38.1,30.5,0.397439674,13,0.084931507,0.539067109
put,0.15,0.1,0.15,37.87,31,0.469384455,31,0.093150685,0.505864316
put,0.2,0.1,0.15,37.87,31.5,0.469384455,14,0.090410959,0.507817422
put,0.3,0.2,0.48,37.87,32.5,0.469384455,50,0.090410959,0.493169131
put,0.35,0.15,0.25,37.87,33,0.469384455,14,0.090410959,0.479497393
put,0.4,0.2,0.35,37.38,33.5,0.414890621,10,0.073972603,0.461919443
put,0.45,0.3,0.32,38.04,34,0.39550281,3,0.082191781,0.441411836
put,0.55,0.4,0.61,37.87,34.5,0.469384455,9,0.090410959,0.436529072
put,0.65,0.5,0.55,37.28,35,0.409280141,1,0.076712329,0.425298716
put,0.8,0.6,0.85,37.66,35.5,0.397168124,10,0.079452055,0.424322163
put,0.9,0.75,0.95,37.66,36,0.397168124,20,0.079452055,0.402838003
put,1.1,0.95,1.15,37.66,36.5,0.397168124,3,0.079452055,0.404302832
put,1.3,1.1,1.43,37.87,37,0.469384455,1,0.090410959,0.398931792
put,1.35,1.1,1.05,38.1,37.5,0.397439674,1,0.084931507,0.348639326
put,1.8,1.65,2.15,37.38,38,0.414890621,2,0.071232877,0.394049028
put,2.1,1.95,2.2,37.38,38.5,0.414890621,5,0.071232877,0.395025581
put,2.2,2,2.14,37.53,39,0.443258252,10,0.065753425,0.334967588
put,2.6,2.4,4.05,37.87,39.5,0.469384455,6,0.090410959,0.348639326
put,2.95,2.75,2.6,37.87,40,0.469384455,1,0.090410959,0.340338628
put,0.05,0,0.01,38.98,22.5,0.344684385,30,0.128767123,0.757814922
put,0.05,0,0.03,35.32,25,0.395365139,40,0.115068493,0.617191328
put,0.1,0,0.01,38.98,27.5,0.344684385,1,0.128767123,0.539067109
put,0.15,0.05,0.1,37.66,30,0.448171947,8,0.098630137,0.506840869
put,0.2,0.1,0.18,37.53,32,0.396951427,28,0.084931507,0.41797457
put,0.25,0.15,0.25,37.53,32.5,0.396951427,11,0.084931507,0.412115254
put,0.3,0.2,0.29,37.53,33,0.396951427,3,0.084931507,0.402349727
put,0.35,0.25,0.3,37.53,33.5,0.396951427,1010,0.084931507,0.389654541
put,0.5,0.4,0.55,37.53,34.5,0.396951427,2,0.084931507,0.370123486
put,0.6,0.55,0.57,37.53,35,0.396951427,154,0.084931507,0.361334512
put,0.75,0.6,1.1,37.53,35.5,0.396951427,10,0.084931507,0.361822788
put,0.9,0.75,0.85,37.53,36,0.396951427,4,0.084931507,0.356451748
put,1.5,1.3,1.4,37.53,37.5,0.396951427,19,0.084931507,0.342047595
put,2.05,1.85,2.02,37.53,38.5,0.396951427,10,0.084931507,0.337897246
put,3.1,2.85,2.95,37.53,40,0.396951427,13,0.084931507,0.341803457
put,5.1,4.7,5.67,37.87,42.5,0.448688606,185,0.112328767,0.299811689
put,7.4,7.1,8.16,37.87,45,0.448688606,12,0.112328767,1.00E-05
put,9.6,9.3,8.7,38.1,47.5,0.45434893,1,0.104109589,1.00E-05
put,12.3,11.9,14.4,35.73,50,0.384271772,1,0.120547945,1.00E-05
put,14.5,13.7,15.02,38.98,52.5,0.344684385,1,0.128767123,1.00E-05
put,16.9,16.2,15.68,38.98,55,0.344684385,2,0.128767123,1.00E-05
put,19.3,18.7,22.38,38.98,57.5,0.344684385,1,0.128767123,1.00E-05
put,22.2,21.3,20.6,38.98,60,0.344684385,5,0.128767123,1.00E-05
put,24.6,23.7,10.6,38.98,62.5,0.344684385,51,0.128767123,1.00E-05
put,27.4,25.5,12.48,38.98,65,0.344684385,1,0.128767123,1.00E-05
put,0.15,0.05,0.15,37.87,29,0.424033584,275,0.128767123,0.513676738
put,0.15,0.1,0.2,37.87,29.5,0.424033584,261,0.128767123,0.486333262
put,0.2,0.1,0.3,37.87,30,0.424033584,39,0.128767123,0.491216025
put,0.25,0.15,0.28,37.53,31.5,0.357918198,2,0.104109589,0.431646309
put,0.4,0.25,0.45,37.87,32,0.424033584,10,0.128767123,0.465825654
put,0.35,0.2,0.3,37.53,32.5,0.357918198,1,0.104109589,0.415044912
put,0.5,0.35,0.58,37.87,33,0.424033584,10,0.128767123,0.43555252
put,0.55,0.4,0.35,38.1,33.5,0.440096902,1000,0.123287671,0.41797457
put,0.55,0.4,0.55,37.53,34,0.357918198,2,0.104109589,0.383795225
put,0.65,0.5,0.7,37.53,34.5,0.357918198,49,0.104109589,0.376959355
put,0.75,0.6,1.05,37.53,35,0.357918198,11,0.104109589,0.365728999
put,1,0.9,1.1,37.38,35.5,0.426117994,123,0.109589041,0.386724883
put,1.05,0.85,1.25,37.53,36,0.357918198,3,0.104109589,0.356451748
put,1.4,1.25,1.22,37.38,36.5,0.426117994,1,0.109589041,0.387701436
put,1.6,1.5,1.69,37.38,37,0.426117994,2,0.109589041,0.381597981
put,1.7,1.45,1.9,37.53,37.5,0.357918198,1,0.104109589,0.350592432
put,0.1,0.05,0.08,37.66,25,0.386314782,1,0.175342466,0.531254688
put,0.2,0.15,0.17,37.28,27.5,0.389457646,5,0.17260274,0.500005
put,0.4,0.3,0.35,37.53,30,0.386684568,1,0.161643836,0.47852084
put,0.85,0.75,0.9,37.38,32.5,0.388333139,6,0.169863014,0.466802207
put,1.4,1.25,1.3,37.53,35,0.386684568,26,0.161643836,0.420415952
put,2.4,2.25,2.5,37.53,37.5,0.386684568,5,0.161643836,0.398443516
put,4.1,3.9,4.06,37.28,40,0.389457646,6,0.17260274,0.429204927
put,5.7,5.5,5.59,37.53,42.5,0.386684568,5,0.161643836,0.38037729
put,7.8,7.6,7.7,37.53,45,0.386684568,100,0.161643836,0.367682104
put,0.15,0.1,0.2,36.15,22.5,0.358140144,6,0.367123288,0.512700186
put,0.25,0.15,0.35,38.98,25,0.340518015,15,0.378082192,0.470220142
put,0.55,0.45,0.5,37.53,27.5,0.372966892,8,0.334246575,0.469243589
put,0.9,0.8,1,37.53,30,0.372966892,19,0.334246575,0.441411836
put,1.5,1.35,1.4,37.53,32.5,0.372966892,15,0.334246575,0.427007683
put,2.3,2.2,2.25,37.53,35,0.372966892,13,0.334246575,0.407964905
put,3.5,3.3,3.9,37.53,37.5,0.372966892,41,0.334246575,0.405523523
put,4.8,4.6,4.51,38.1,40,0.383578749,45,0.353424658,0.382330396
put,6.9,6.7,6.4,38.04,42.5,0.381499762,2,0.350684932,0.425298716
put,8.6,8.3,9.19,37.87,45,0.377903726,12,0.361643836,0.393072476
put,10.3,9.9,8.99,38.98,47.5,0.340518015,10,0.378082192,0.308112388
put,12.7,12.1,12.39,38.98,50,0.340518015,4,0.378082192,0.326178613
put,17.2,16.9,18.73,38.98,55,0.340518015,1,0.378082192,1.00E-05
put,22.3,21.8,21.4,38.98,60,0.340518015,1,0.378082192,1.00E-05
put,0.3,0.2,0.23,37.53,20,0.455659991,10,0.583561644,0.515141567
put,0.5,0.35,0.5,35.73,22.5,0.463318823,2,0.619178082,0.510258804
put,0.8,0.7,0.75,37.38,25,0.452560676,10,0.591780822,0.488774644
put,1.15,1,1.1,37.53,27.5,0.455659991,11,0.583561644,0.458257371
put,1.85,1.65,1.79,37.38,30,0.452560676,15,0.591780822,0.458257371
put,2.45,2.3,2.45,37.53,32.5,0.455659991,5,0.583561644,0.42603113
put,3.5,3.3,3.5,37.53,35,0.455659991,10,0.583561644,0.422369058
put,5,4.7,4.8,37.38,37.5,0.452560676,4,0.591780822,0.439824938
put,6.3,6,6.27,37.53,40,0.455659991,11,0.583561644,0.421636643
put,7.8,7.6,7.66,35.32,42.5,0.465214755,1,0.61369863,0.404791108
put,9.7,9.4,9.9,37.92,45,0.457529549,11,0.621917808,0.409307665
put,12.1,11.8,12.39,37.38,47.5,0.452560676,10,0.591780822,0.451421501
put,13.6,12.9,14.3,38.98,50,0.453583936,1,0.62739726,0.387457297
put,16.6,16.2,16.87,37.38,52.5,0.452560676,10,0.591780822,0.485600847
put,18.5,17.9,18.61,35.32,55,0.465214755,1,0.61369863,0.448491843
put,20.3,19.8,19.1,38.98,57.5,0.453583936,5,0.62739726,0.359869683
put,22.7,22.2,21.71,38.98,60,0.453583936,10,0.62739726,0.359381406
put,25.6,24.6,24.7,38.98,62.5,0.453583936,10,0.62739726,0.474614629
put,27.6,27,18.2,38.98,65,0.453583936,1,0.62739726,0.368170381
put,32.8,31.4,31.29,38.98,70,0.453583936,8,0.62739726,0.477544287
put,37.5,36.7,30.2,38.98,75,0.453583936,0,0.62739726,0.369146934
put,1.3,1,1.25,35.73,20,0.441867971,2,1.616438356,0.488530505
put,1.9,1.5,1.75,37.92,22.5,0.439995626,2,1.619178082,0.481328429
put,2.45,2.15,2.55,36.15,25,0.441903301,5,1.61369863,0.458745647
put,3.2,2.8,2.9,38.1,27.5,0.446527749,1,1.6,0.445562185
put,4.5,4.1,4.3,37.38,30,0.436238142,1,1.589041096,0.461797374
put,5.5,5.1,5.2,37.53,32.5,0.436220129,8,1.580821918,0.448003567
put,6.8,6.3,6.4,37.53,35,0.436220129,3,1.580821918,0.445562185
put,8.5,7.8,8.1,37.66,37.5,0.443355067,181,1.594520548,0.458623578
put,9.9,9.4,10,37.38,40,0.436238142,1,1.589041096,0.448613912
put,10.6,10.2,10.65,38.98,42.5,0.438782836,2,1.624657534,0.396368341
put,12.4,11.7,13.6,38.98,45,0.438782836,7,1.624657534,0.397589032
put,14.2,13.4,12.6,38.98,47.5,0.438782836,6,1.624657534,0.393926959
put,16.2,15.6,16.4,38.98,50,0.438782836,32,1.624657534,0.396612479
put,19.4,18.7,18.1,38.04,52.5,0.444242052,46,1.597260274,0.463201169
put,20.3,19.6,22.43,38.98,55,0.438782836,1,1.624657534,0.396368341
put,24.7,23.3,21,38.98,60,0.438782836,1,1.624657534,0.401373174
put,29.3,28,27.71,38.98,65,0.438782836,36,1.624657534,0.410406287
put,38.9,37.2,35.51,38.98,75,0.438782836,1,1.624657534,0.4395808
put,45.5,43,44.9,37.38,80,0.436238142,20,1.589041096,0.584476812
put,0.05,0,0.5,17.9,12.5,0.037053875,4,0.128767123,0.609378906
put,0.45,0,1.08,17.9,15,0.037053875,1,0.128767123,0.578129219
put,0.25,0,0.6,17.9,17.5,0.037053875,51,0.128767123,0.192390889
put,0.55,0,0.05,17.9,15,0.265712413,5,0.378082192,0.418462847
put,0.1,0.05,0.1,17.9,17.5,0.265712413,5,0.378082192,0.057626611
put,0.1,0,0.2,14.9,10,0.37783405,40,0.128767123,0.902344727
put,0.1,0,0.08,15.29,12.5,0.392840263,6,0.123287671,0.531254688
put,0.25,0.2,0.25,16.41,15,0.389648664,3,0.093150685,0.361334512
put,1.45,1.3,1.4,16.36,17.5,0.40544686,2,0.084931507,0.232429551
put,8,7.2,8.09,14.9,22.5,0.37783405,3,0.128767123,1.574220879
put,0.45,0.3,0.35,16.36,15,0.390587885,10,0.161643836,0.355475195
put,0.15,0.05,0.4,14.9,10,0.315722823,10,0.378082192,0.527348477
put,0.35,0.25,0.4,14.9,12.5,0.315722823,40,0.378082192,0.461919443
put,0.75,0.6,0.6,16.45,15,0.319036486,20,0.347945205,0.339850352
put,0.55,0.4,0.5,15.99,12.5,0.303052328,2,0.608219178,0.417486294
put,1.15,1,1,16.41,15,0.306308676,1,0.591780822,0.346686221
put,2.4,2.2,2.25,16.41,17.5,0.306308676,10,0.589041096,0.312995151
put,0.25,0,0.12,61.91,55,0.213267478,10,0.128767123,0.295905479
put,0.65,0.2,0.6,62.03,57.5,0.180070259,127,0.093150685,0.291510991
put,1.1,0.8,0.75,61.45,60,0.193539903,1,0.084931507,0.241218525
put,2.6,1.3,2,61.45,62.5,0.193539903,6,0.084931507,0.277595115
put,4.1,2.6,1.85,62.03,65,0.180070259,11,0.090410959,0.240241973
put,0.75,0,0.05,61.91,35,0.167796302,5,0.282191781,0.716799707
put,0.75,0,0.05,61.91,37.5,0.167796302,5,0.282191781,0.641605146
put,0.2,0,0.05,61.91,40,0.167796302,5,0.282191781,0.501958105
put,0.15,0,0.2,61.91,42.5,0.167796302,2,0.282191781,0.41797457
put,1.25,0.05,0.4,61.91,50,0.167796302,400,0.282191781,0.463872549
put,0.55,0.2,0.35,61.91,52.5,0.167796302,35,0.282191781,0.2902903
put,1.2,0.55,0.9,62.03,55,0.179725533,1,0.246575342,0.309821355
put,1.3,0.85,2,61.91,57.5,0.167796302,10,0.282191781,0.244880598
put,2.65,1.7,1.8,61.45,60,0.181260118,9,0.238356164,0.279792358
put,3.7,2.55,2,62.03,62.5,0.179725533,2,0.246575342,0.259528889
put,5.2,3.8,2.75,62.03,65,0.179725533,40,0.246575342,0.251228191
put,0.65,0.15,0.6,61.91,50,0.154664049,10,0.531506849,0.260261304
put,1.35,0.65,2.05,61.91,55,0.154664049,1,0.531506849,0.229133685
put,2.85,1.95,3.1,61.91,60,0.154664049,10,0.531506849,0.208259871
put,5.6,4.3,3.4,62.03,65,0.158421521,1,0.495890411,0.201057794
put,7.4,6,10.1,61.91,67.5,0.154664049,10,0.531506849,0.199959172
put,0.15,0,0.15,51.93,23,0.321302018,5,1.197260274,0.578129219
put,0.65,0.4,0.53,45.82,25,0.306674548,10,1.279452055,0.742678354
put,1.35,0,0.05,61.91,28,0.225050319,1,0.62739726,0.697756929
put,4.8,0,0.45,61.91,30,0.225050319,0,0.62739726,0.927979236
put,1.05,0.35,0.7,51.31,33,0.325143889,1,1.208219178,0.575931975
put,1.35,0,0.41,61.91,35,0.225050319,1,0.62739726,0.525395371
put,0.5,0,0.4,57.82,38,0.251616628,15,0.906849315,0.42871665
put,0.2,0,0.23,61.91,40,0.225050319,2,0.62739726,0.321784126
put,0.8,0.25,0.75,57.82,43,0.251616628,1,0.906849315,0.381597981
put,0.35,0,0.35,61.91,45,0.225050319,2,0.62739726,0.277350977
put,0.55,0.05,0.4,60.24,47,0.229420694,5,0.747945205,0.275886147
put,0,0,0.5,60.99,50,0.213507769,1,0.731506849,0.062509375
put,0.9,0.4,1.11,61.91,52.5,0.225050319,5,0.62739726,0.220100573
put,1.6,0.85,0.8,64.19,55,0.155232221,57,0.597260274,0.22718058
put,2.25,1.4,1.45,64.19,57.5,0.155232221,91,0.597260274,0.215706085
put,3,2.15,2,62.03,60,0.157883972,4,0.591780822,0.198616412
put,4.1,3.1,2.9,62.03,62.5,0.157883972,3,0.591780822,0.187813298
put,5.6,4.3,4.2,62.03,65,0.157883972,3,0.591780822,0.183968121
put,10.8,6.3,10.9,61.91,70,0.225050319,3,0.62739726,0.275031664
put,26.8,23.1,24.4,51.16,75,0.274206654,25,1.597260274,0.849610879
put,0.25,0,0.1,61.91,30,0.276195067,2,1.624657534,0.318854468
put,0.4,0.05,0.2,61.91,35,0.276195067,1,1.624657534,0.283454431
put,0.85,0.3,0.6,61.91,40,0.276195067,2,1.624657534,0.272712351
put,1.35,0.6,1.35,61.91,45,0.276195067,5,1.624657534,0.247444049
put,2.3,1.15,1.6,61.45,50,0.26911818,1,1.580821918,0.233284034
put,2.65,1.45,2.8,61.91,52.5,0.276195067,135,1.624657534,0.214851602
put,3.3,2.05,2.65,61.91,55,0.276195067,1,1.624657534,0.205452281
put,4.2,2.8,5.5,61.91,57.5,0.276195067,218,1.624657534,0.200630552
put,6.5,4.9,9.6,61.91,62.5,0.276195067,2,1.624657534,0.192207785
put,7.9,6.3,7.59,61.91,65,0.276195067,225,1.624657534,0.188362609
put,11.5,9.7,14.9,61.91,70,0.276195067,5,1.624657534,0.192757096
put,15.6,13.7,13.8,63.8,75,0.267340225,182,1.591780822,0.199409861
put,0.22,0,0.03,21.9,17,0.474362312,4,0.043835616,1.843750781
put,0.34,0,0.01,23.81,18.5,0.20343408,2,0.052054795,1.566408418
put,0.06,0,0.01,22.76,19,0.344243195,85,0.021917808,0.953125469
put,0.03,0,0.03,22.93,20,0.270722349,2,0.016438356,0.632816172
put,1.65,1.57,1.83,22.76,24.5,0.344243195,7,0.021917808,1.00E-05
put,3.55,3.05,3.14,22.73,26,0.372925028,20,0.019178082,0.609378906
put,4.1,3.4,4.37,22.76,26.5,0.344243195,1,0.021917808,1.466799541
put,4.25,4,4.99,22.26,27,0.660252107,1,0.024657534,1.00E-05
put,5.6,4.95,5.69,21.77,27.5,0.489849888,1,0.038356164,1.962890811
put,6.05,5.5,5.56,22.73,28.5,0.372925028,2,0.019178082,1.789063555
put,7.15,6.25,5.71,23.86,29,0.190719238,1,0.046575342,2.156254609
put,6.2,6,5.98,23.81,29.5,0.20343408,2,0.052054795,1.00E-05
put,6.85,5.8,7.24,23.81,30,0.20343408,1,0.052054795,1.00E-05
put,8.45,7,4.05,23.81,30.5,0.20343408,2,0.052054795,2.843752891
put,11,9.6,11.13,21.81,32.5,0.471864372,10,0.04109589,2.957033857
put,0.04,0.01,0.03,22.93,19.5,0.556988117,6,0.032876712,0.531254688
put,0.07,0.03,0.03,22.93,20,0.556988117,20,0.035616438,0.519536055
put,0.05,0.03,0.04,22.71,20.5,0.224463317,5,0.02739726,0.406255938
put,0.1,0.07,0.1,22.93,21,0.556988117,29,0.032876712,0.402349727
put,0.13,0.11,0.11,22.71,21.5,0.224463317,64,0.02739726,0.345709668
put,0.25,0.21,0.2,22.71,22,0.224463317,354,0.02739726,0.343756563
put,0.42,0.38,0.38,22.71,22.5,0.224463317,33,0.02739726,0.331061377
put,0.67,0.63,0.55,22.71,23,0.224463317,18,0.02739726,0.323248955
put,1.01,0.97,0.88,22.71,23.5,0.224463317,9,0.02739726,0.326178613
put,1.41,1.37,1.32,22.71,24,0.224463317,14,0.02739726,0.330084824
put,1.71,1.65,1.68,22.73,24.5,0.522394899,1,0.038356164,1.00E-05
put,2.17,2.1,2.44,22.93,25,0.556988117,25,0.035616438,1.00E-05
put,3.45,3,4.15,21.81,25.5,0.401726482,5,0.060273973,0.847657773
put,4.05,3.5,4.05,21.9,26,0.405779129,3,0.063013699,0.96777376
put,5.9,3.95,4,21.9,26.5,0.405779129,1,0.063013699,1.535158574
put,4.35,4.25,4.5,22.71,27,0.224463317,1,0.02739726,0.617191328
put,4.2,4.05,4.27,23.81,27.5,0.736324458,2,0.071232877,1.00E-05
put,4.75,4.2,4.75,23.81,28,0.736324458,2,0.071232877,1.00E-05
put,5.3,4.65,4.97,23.81,28.5,0.736324458,1,0.071232877,1.00E-05
put,6.8,6.25,6.05,22.71,29,0.224463317,52,0.02739726,1.103520107
put,7.7,7.3,8.51,23.81,31,0.736324458,7,0.071232877,1.00E-05
put,8.2,7.9,6.59,23.81,31.5,0.736324458,12,0.071232877,1.00E-05
put,10.25,9.45,9.75,23.81,33,0.736324458,1,0.071232877,1.00E-05
put,0.05,0,0.02,22.7,16.5,0.405918631,10,0.071232877,0.710940391
put,0.06,0.01,0.03,23.81,17.5,0.656954515,1,0.090410959,0.632816172
put,0.06,0.02,0.03,22.67,18,0.435470215,1,0.065753425,0.589847852
put,0.04,0,0.05,22.76,18.5,0.441492824,85,0.060273973,0.531254688
put,0.04,0,0.05,22.76,19,0.441492824,5,0.060273973,0.472661523
put,0.05,0.01,0.06,22.73,19.5,0.455348637,33,0.057534247,0.433599414
put,0.07,0.03,0.14,22.26,20,0.433018325,50,0.063013699,0.406255938
put,0.09,0.05,0.09,22.71,20.5,0.499941998,10,0.046575342,0.369146934
